AnimalID	Pariteit	PunctPosNeg	PunctCt	SwabPosNeg	SwabCtIS1111	MelkPosNeg	MelkCt	MelkELISAPosNeg	MelkELISATiter	BloedELISAPosNeg	FarmID	Sequence	Vaccinated	Species
T047	>=1	neg		NA		neg		pos	278	NA	T	884	Yes	Goats
T051	0	neg		NA		NA		NA		NA	T	885	Yes	Goats
T052	0	neg		NA		NA		NA		NA	T	886	Yes	Goats
T053	0	neg		NA		NA		NA		NA	T	887	Yes	Goats
T054	0	neg		NA		NA		NA		NA	T	888	Yes	Goats
T055	0	neg		NA		NA		NA		NA	T	889	Yes	Goats
T056	0	neg		NA		NA		NA		NA	T	890	Yes	Goats
T057	0	neg		NA		NA		NA		NA	T	891	Yes	Goats
T058	0	neg		NA		NA		NA		NA	T	892	Yes	Goats
T059	0	neg		NA		NA		NA		NA	T	893	Yes	Goats
T060	0	neg		NA		NA		NA		NA	T	894	Yes	Goats
T061	0	neg		NA		NA		NA		NA	T	895	Yes	Goats
T062	0	neg		NA		NA		NA		NA	T	896	Yes	Goats
T063	0	neg		NA		NA		NA		NA	T	897	Yes	Goats
T064	0	neg		NA		NA		NA		NA	T	898	Yes	Goats
T066	0	neg		NA		NA		NA		NA	T	899	Yes	Goats
T067	0	neg		NA		NA		NA		NA	T	900	Yes	Goats
T068	0	neg		NA		NA		NA		NA	T	901	Yes	Goats
T069	0	neg		NA		NA		NA		NA	T	902	Yes	Goats
T070	0	neg		NA		NA		NA		NA	T	903	Yes	Goats
T071	0	neg		NA		NA		NA		NA	T	904	Yes	Goats
T072	0	neg		NA		NA		NA		NA	T	905	Yes	Goats
T073	0	neg		NA		NA		NA		NA	T	906	Yes	Goats
T074	0	neg		NA		NA		NA		NA	T	907	Yes	Goats
T075	0	neg		NA		NA		NA		NA	T	908	Yes	Goats
T076	0	neg		NA		NA		NA		NA	T	909	Yes	Goats
T077	0	neg		NA		NA		NA		NA	T	910	Yes	Goats
T078	0	neg		NA		NA		NA		NA	T	911	Yes	Goats
T079	0	neg		NA		NA		NA		NA	T	912	Yes	Goats
T080	0	neg		NA		NA		NA		NA	T	913	Yes	Goats
T081	0	neg		NA		NA		NA		NA	T	914	Yes	Goats
T082	0	neg		NA		NA		NA		NA	T	915	Yes	Goats
T083	0	neg		NA		NA		NA		NA	T	916	Yes	Goats
T084	0	neg		NA		NA		NA		NA	T	917	Yes	Goats
T085	0	neg		NA		NA		NA		NA	T	918	Yes	Goats
T086	0	neg		NA		NA		NA		NA	T	919	Yes	Goats
T087	0	neg		NA		NA		NA		NA	T	920	Yes	Goats
T088	0	neg		NA		NA		NA		NA	T	921	Yes	Goats
T089	0	neg		NA		NA		NA		NA	T	922	Yes	Goats
T090	0	neg		NA		NA		NA		NA	T	923	Yes	Goats
T091	0	neg		NA		NA		NA		NA	T	924	Yes	Goats
T092	0	neg		NA		NA		NA		NA	T	925	Yes	Goats
T093	0	neg		NA		NA		NA		NA	T	926	Yes	Goats
T094	0	neg		NA		NA		NA		NA	T	927	Yes	Goats
T095	0	neg		NA		NA		NA		NA	T	928	Yes	Goats
T096	0	neg		NA		NA		NA		NA	T	929	Yes	Goats
T097	0	neg		NA		NA		NA		NA	T	930	Yes	Goats
T098	0	neg		NA		NA		NA		NA	T	931	Yes	Goats
T099	0	neg		NA		NA		NA		NA	T	932	Yes	Goats
T100	0	neg		NA		NA		NA		NA	T	933	Yes	Goats
X001	>=1	neg		neg		pos	37.4	pos	65	neg	X	934	No	Sheep
X002	>=1	neg		pos	34.8	NA		NA		pos	X	935	No	Sheep
X003	>=1	neg		pos	32.16	neg		pos	226	pos	X	936	No	Sheep
X004	>=1	neg		pos	30.34	neg		pos	147	pos	X	937	No	Sheep
X005	>=1	neg		pos	32.73	neg		pos	60	neg	X	938	No	Sheep
X006	>=1	neg		pos	34.31	neg		pos	205	pos	X	939	No	Sheep
X007	>=1	neg		pos	30.57	neg		pos	128	pos	X	940	No	Sheep
X008	>=1	neg		pos	32.13	neg		pos	74	neg	X	941	No	Sheep
X009	>=1	neg		pos	33.33	neg		pos	150	neg	X	942	No	Sheep
X010	>=1	neg		pos	32.54	pos	39.1	pos	108	neg	X	943	No	Sheep
X011	>=1	neg		neg		pos	38.3	pos	133	neg	X	944	No	Sheep
X012	>=1	neg		pos	34.89	neg		pos	42	pos	X	945	No	Sheep
X013	>=1	neg		pos	32.08	neg		pos	172	pos	X	946	No	Sheep
X014	>=1	neg		pos	32.02	neg		neg	14	neg	X	947	No	Sheep
X015	>=1	pos	36.39	pos	34.6	neg		pos	94	neg	X	948	No	Sheep
X016	>=1	neg		pos	34.39	neg		pos	139	pos	X	949	No	Sheep
X017	>=1	NA		pos	30.68	neg		neg	13	neg	X	950	No	Sheep
X018	>=1	neg		pos	32.62	neg		pos	107	neg	X	951	No	Sheep
X019	>=1	neg		neg		pos	37	pos	149	pos	X	952	No	Sheep
X020	>=1	neg		pos	29.28	neg		pos	225	pos	X	953	No	Sheep
X021	>=1	neg		pos	34	pos	36.4	NA		neg	X	954	No	Sheep
X022	>=1	pos	10.01	pos	34.95	neg		pos	89	pos	X	955	No	Sheep
X023	>=1	neg		pos	25.03	pos	38.3	pos	180	pos	X	956	No	Sheep
X024	>=1	pos	35.35	pos	22.45	pos	28	pos	173	neg	X	957	No	Sheep
X025	>=1	pos	34.49	pos	26.28	pos	25.3	pos	89	neg	X	958	No	Sheep
X026	>=1	neg		NA		pos	27.3	pos	68	neg	X	959	No	Sheep
X027	>=1	pos	39.34	pos	21.69	pos	27	pos	85	neg	X	960	No	Sheep
X028	>=1	pos	36.16	pos	28.74	pos	31	pos	95	neg	X	961	No	Sheep
X029	>=1	neg		pos	30.54	pos	32	pos	181	pos	X	962	No	Sheep
X030	>=1	pos	36.2	pos	28.37	neg		pos	195	pos	X	963	No	Sheep
X031	>=1	neg		pos	29.3	NA		NA		neg	X	964	No	Sheep
X032	>=1	pos	35.04	pos	23.39	pos	35.2	pos	158	pos	X	965	No	Sheep
X033	>=1	neg		pos	25.46	pos	27.1	pos	112	pos	X	966	No	Sheep
X034	>=1	pos	38.31	pos	29.91	pos	38.1	pos	47	neg	X	967	No	Sheep
X035	>=1	pos	37.48	pos	27.99	pos	32.3	pos	104	neg	X	968	No	Sheep
X036	>=1	NA		pos	25.92	pos	38	pos	132	neg	X	969	No	Sheep
X037	>=1	pos	36.04	pos	29.98	pos	32.2	pos	118	neg	X	970	No	Sheep
X038	>=1	pos	36	pos	27.59	pos	35.8	neg	23	neg	X	971	No	Sheep
X039	>=1	pos	36.42	pos	28.52	pos	27.4	NA		pos	X	972	No	Sheep
X040	>=1	neg		pos	26.37	pos	31.1	pos	157	pos	X	973	No	Sheep
X041	>=1	NA		pos	34.71	pos	34.3	pos	170	pos	X	974	No	Sheep
X042	>=1	neg		pos	27.24	pos	35	neg	20	neg	X	975	No	Sheep
X043	>=1	neg		pos	25.97	pos	32.4	pos	69	neg	X	976	No	Sheep
X044	>=1	neg		pos	25.5	pos	33.6	pos	131	neg	X	977	No	Sheep
X045	>=1	neg		pos	28.05	neg		neg	-7	neg	X	978	No	Sheep
X046	>=1	neg		pos	25.7	pos	36.1	pos	84	neg	X	979	No	Sheep
X047	>=1	neg		pos	29.08	pos	31.1	pos	140	neg	X	980	No	Sheep
X048	>=1	pos	36.17	pos	28.76	pos	33.6	pos	86	neg	X	981	No	Sheep
X049	>=1	neg		pos	26.99	NA		NA		pos	X	982	No	Sheep
X050	>=1	neg		pos	24.16	pos	39.5	pos	239	pos	X	983	No	Sheep
X051	>=1	NA		pos	31.38	neg		pos	158	neg	X	984	No	Sheep
X052	>=1	pos	35.26	pos	32.32	neg		pos	163	neg	X	985	No	Sheep
X053	>=1	pos	34.22	pos	31.88	neg		pos	157	neg	X	986	No	Sheep
X054	>=1	neg		pos	32.19	neg		pos	65	NA	X	987	No	Sheep
X055	>=1	neg		pos	32.04	neg		pos	117	neg	X	988	No	Sheep
X056	>=1	pos	36.94	pos	31.92	neg		pos	158	pos	X	989	No	Sheep
X057	>=1	neg		pos	33.05	neg		pos	211	pos	X	990	No	Sheep
X058	>=1	neg		pos	33.58	neg		pos	147	neg	X	991	No	Sheep
X059	>=1	neg		pos	31.15	neg		pos	163	pos	X	992	No	Sheep
X060	>=1	neg		pos	35.21	neg		pos	110	neg	X	993	No	Sheep
X061	>=1	neg		pos	35.55	neg		neg	29	neg	X	994	No	Sheep
X062	>=1	neg		pos	31.35	neg		neg	24	neg	X	995	No	Sheep
X063	>=1	pos	34.47	pos	28.24	pos	29.2	neg	21	pos	X	996	No	Sheep
X064	>=1	pos	32.03	pos	35.64	pos	39.5	neg	0	pos	X	997	No	Sheep
X065	>=1	neg		pos	33.87	neg		pos	192	pos	X	998	No	Sheep
X066	>=1	pos	37	pos	31.29	neg		pos	79	NA	X	999	No	Sheep
X067	>=1	neg		neg		neg		pos	170	pos	X	1000	No	Sheep
X068	>=1	neg		pos	34.11	pos	35.1	NA		pos	X	1001	No	Sheep
X069	>=1	neg		pos	31.25	neg		NA		pos	X	1002	No	Sheep
X070	>=1	neg		neg		neg		NA		neg	X	1003	No	Sheep
X071	>=1	neg		pos	31.26	neg		pos	180	pos	X	1004	No	Sheep
X072	>=1	neg		pos	31.91	neg		pos	110	pos	X	1005	No	Sheep
X073	>=1	neg		pos	33.87	neg		pos	118	pos	X	1006	No	Sheep
X074	>=1	neg		pos	33.73	pos	34.1	neg	29	neg	X	1007	No	Sheep
X075	>=1	neg		pos	37.36	NA		NA		pos	X	1008	No	Sheep
X076	>=1	pos	36.84	pos	32.04	pos	34.3	neg	28	neg	X	1009	No	Sheep
X077	>=1	neg		pos	33.04	pos	30.6	pos	73	pos	X	1010	No	Sheep
X078	>=1	pos	35.01	pos	32.74	neg		NA	0	neg	X	1011	No	Sheep
X079	>=1	neg		pos	30.74	pos	38.5	pos	163	pos	X	1012	No	Sheep
X080	>=1	neg		pos	30.54	neg		pos	147	pos	X	1013	No	Sheep
X081	>=1	neg		pos	30.97	neg		pos	115	neg	X	1014	No	Sheep
X082	>=1	pos	33.34	pos	28.55	neg		pos	194	neg	X	1015	No	Sheep
X083	>=1	pos	36.17	pos	32.04	pos	35.1	pos	199	pos	X	1016	No	Sheep
X084	0	pos	31.1	pos	31.54	NA		NA		neg	X	1017	No	Sheep
X085	0	pos	37.58	pos	35.65	NA		NA		pos	X	1018	No	Sheep
X086	0	neg		pos	31.5	NA		NA		neg	X	1019	No	Sheep
X087	0	neg		pos	33.73	NA		NA		neg	X	1020	No	Sheep
X088	0	neg		pos	34.49	NA		NA		pos	X	1021	No	Sheep
X089	0	pos	35.91	pos	32.03	NA		NA		neg	X	1022	No	Sheep
X090	0	pos	36.34	pos	32.68	NA		NA		neg	X	1023	No	Sheep
X091	0	neg		pos	32.51	NA		NA		pos	X	1024	No	Sheep
X092	0	neg		pos	30.09	NA		NA		neg	X	1025	No	Sheep
X093	0	neg		pos	33.43	NA		NA		pos	X	1026	No	Sheep
X094	0	pos	33.1	pos	35.02	NA		NA		pos	X	1027	No	Sheep
X095	0	neg		pos	35.09	NA		NA		pos	X	1028	No	Sheep
X096	0	pos	35	pos	34.22	NA		NA		neg	X	1029	No	Sheep
X097	0	neg		pos	33.7	NA		NA		neg	X	1030	No	Sheep
X098	0	pos	34.69	pos	34.22	NA		NA		neg	X	1031	No	Sheep
X099	0	neg		pos	33.52	NA		NA		neg	X	1032	No	Sheep
X100	0	neg		pos	31.42	NA		NA		neg	X	1033	No	Sheep
X101	NA	NA		NA		NA		NA		pos	X	1034	No	Sheep
X102	NA	NA		NA		NA		NA		neg	X	1035	No	Sheep
X103	NA	NA		NA		NA		NA		pos	X	1036	No	Sheep
X104	NA	NA		NA		NA		NA		neg	X	1037	No	Sheep
X105	NA	NA		NA		NA		NA		neg	X	1038	No	Sheep
X106	NA	NA		NA		NA		NA		neg	X	1039	No	Sheep
X107	NA	NA		NA		NA		NA		neg	X	1040	No	Sheep
X108	NA	NA		NA		NA		NA		pos	X	1041	No	Sheep
X109	NA	NA		NA		NA		NA		neg	X	1042	No	Sheep
X110	NA	NA		NA		NA		NA		pos	X	1043	No	Sheep
X111	NA	NA		NA		NA		NA		neg	X	1044	No	Sheep
X112	NA	NA		NA		NA		NA		pos	X	1045	No	Sheep
X113	NA	NA		NA		NA		NA		pos	X	1046	No	Sheep
X114	NA	NA		NA		NA		NA		neg	X	1047	No	Sheep
X115	NA	NA		NA		NA		NA		pos	X	1048	No	Sheep
X116	NA	NA		NA		NA		NA		neg	X	1049	No	Sheep
X117	NA	NA		NA		NA		NA		neg	X	1050	No	Sheep
X118	NA	NA		NA		NA		NA		neg	X	1051	No	Sheep
X119	NA	NA		NA		NA		NA		pos	X	1052	No	Sheep
X120	NA	NA		NA		NA		NA		neg	X	1053	No	Sheep
X121	NA	NA		NA		NA		NA		neg	X	1054	No	Sheep
X122	NA	NA		NA		NA		NA		pos	X	1055	No	Sheep
X123	NA	NA		NA		NA		NA		pos	X	1056	No	Sheep
X124	NA	NA		NA		NA		NA		pos	X	1057	No	Sheep
X125	NA	NA		NA		NA		NA		pos	X	1058	No	Sheep
X126	NA	NA		NA		NA		NA		pos	X	1059	No	Sheep
X127	NA	NA		NA		NA		NA		pos	X	1060	No	Sheep
X128	NA	NA		NA		NA		NA		pos	X	1061	No	Sheep
