AnimalID	Pariteit	PunctPosNeg	PunctCt	SwabPosNeg	SwabCtIS1111	MelkPosNeg	MelkCt	MelkELISAPosNeg	MelkELISATiter	BloedELISAPosNeg	FarmID	Sequence	Vaccinated	Species
A001	>=1	neg		NA		neg		pos	383	NA	A	1	No	Goats
A002	>=1	neg		NA		neg		pos	44	NA	A	2	No	Goats
A003	>=1	neg		NA		neg		pos	120	NA	A	3	No	Goats
A004	>=1	neg		NA		pos	23.8	pos	321	NA	A	4	No	Goats
A005	>=1	neg		NA		neg		neg	8	NA	A	5	No	Goats
A006	>=1	neg		NA		neg		pos	114	NA	A	6	No	Goats
A007	>=1	neg		NA		neg		pos	45	NA	A	7	No	Goats
A008	>=1	neg		NA		neg		pos	37	NA	A	8	No	Goats
A009	>=1	pos		NA		neg		pos	62	NA	A	9	No	Goats
A010	>=1	neg		NA		neg		neg	2	NA	A	10	No	Goats
A011	>=1	neg		NA		neg		pos	114	NA	A	11	No	Goats
A012	>=1	neg		NA		neg		neg	6	NA	A	12	No	Goats
A013	>=1	neg		NA		neg		pos	45	NA	A	13	No	Goats
A014	>=1	neg		NA		neg		pos	54	NA	A	14	No	Goats
A015	>=1	neg		NA		neg		neg	27	NA	A	15	No	Goats
A016	>=1	neg		NA		neg		pos	278	NA	A	16	No	Goats
A017	>=1	neg		NA		neg		pos	99	NA	A	17	No	Goats
A018	>=1	neg		NA		neg		neg	-6	NA	A	18	No	Goats
A019	>=1	neg		NA		neg		pos	100	NA	A	19	No	Goats
A020	>=1	neg		NA		pos	30.3	pos	225	NA	A	20	No	Goats
A021	>=1	neg		NA		neg		pos	243	NA	A	21	No	Goats
A022	>=1	NA		NA		pos	32.9	pos	129	NA	A	22	No	Goats
A023	>=1	neg		NA		pos	27.1	pos	181	NA	A	23	No	Goats
A024	>=1	NA		NA		neg		neg	-2	NA	A	24	No	Goats
A025	>=1	NA		NA		neg		pos	77	NA	A	25	No	Goats
A026	>=1	neg		NA		neg		pos	40	NA	A	26	No	Goats
A027	>=1	neg		NA		neg		pos	240	NA	A	27	No	Goats
A028	>=1	NA		NA		neg		neg	29	NA	A	28	No	Goats
A029	>=1	neg		NA		neg		pos	45	NA	A	29	No	Goats
A030	>=1	NA		NA		neg		pos	137	NA	A	30	No	Goats
A031	>=1	neg		NA		NA		neg	-8	NA	A	31	No	Goats
A032	>=1	NA		NA		neg		neg	18	NA	A	32	No	Goats
A033	>=1	neg		NA		neg		neg	6	NA	A	33	No	Goats
A034	>=1	neg		NA		neg		neg	5	NA	A	34	No	Goats
A035	>=1	neg		NA		neg		pos	35	NA	A	35	No	Goats
A036	>=1	pos		NA		neg		pos	298	NA	A	36	No	Goats
A037	>=1	neg		NA		NA		pos	207	NA	A	37	No	Goats
A038	>=1	neg		NA		neg		pos	252	NA	A	38	No	Goats
A039	>=1	NA		NA		neg		pos	84	NA	A	39	No	Goats
A040	>=1	neg		NA		pos	24.7	pos	250	NA	A	40	No	Goats
A041	>=1	neg		NA		neg		pos	330	NA	A	41	No	Goats
A042	>=1	neg		NA		neg		neg	19	NA	A	42	No	Goats
A043	>=1	neg		NA		pos	31.5	pos	338	NA	A	43	No	Goats
A044	>=1	neg		NA		neg		neg	2	NA	A	44	No	Goats
A045	>=1	neg		NA		neg		pos	43	NA	A	45	No	Goats
A046	>=1	neg		NA		neg		pos	118	NA	A	46	No	Goats
A047	>=1	neg		NA		neg		neg	-3	NA	A	47	No	Goats
A048	>=1	neg		NA		neg		neg	-2	NA	A	48	No	Goats
A049	>=1	neg		NA		pos	33.7	pos	185	NA	A	49	No	Goats
A050	>=1	neg		NA		neg		pos	76	NA	A	50	No	Goats
A051	0	neg		NA		NA		NA		NA	A	51	No	Goats
A052	0	neg		NA		NA		NA		NA	A	52	No	Goats
A053	0	neg		NA		NA		NA		NA	A	53	No	Goats
A054	0	neg		NA		NA		NA		NA	A	54	No	Goats
A055	0	neg		NA		NA		NA		NA	A	55	No	Goats
A056	0	neg		NA		NA		NA		NA	A	56	No	Goats
A057	0	neg		NA		NA		NA		NA	A	57	No	Goats
A058	0	neg		NA		NA		NA		NA	A	58	No	Goats
A059	0	neg		NA		NA		NA		NA	A	59	No	Goats
A060	0	neg		NA		NA		NA		NA	A	60	No	Goats
A061	0	neg		NA		NA		NA		NA	A	61	No	Goats
A062	0	neg		NA		NA		NA		NA	A	62	No	Goats
A063	0	neg		NA		NA		NA		NA	A	63	No	Goats
A064	0	neg		NA		NA		NA		NA	A	64	No	Goats
A065	0	neg		NA		NA		NA		NA	A	65	No	Goats
A066	0	neg		NA		NA		NA		NA	A	66	No	Goats
A067	0	neg		NA		NA		NA		NA	A	67	No	Goats
A068	0	neg		NA		NA		NA		NA	A	68	No	Goats
A069	0	neg		NA		NA		NA		NA	A	69	No	Goats
A070	0	neg		NA		NA		NA		NA	A	70	No	Goats
A071	0	neg		NA		NA		NA		NA	A	71	No	Goats
A072	0	neg		NA		NA		NA		NA	A	72	No	Goats
A073	0	neg		NA		NA		NA		NA	A	73	No	Goats
A076	0	neg		NA		NA		NA		NA	A	74	No	Goats
A077	0	neg		NA		NA		NA		NA	A	75	No	Goats
A078	0	neg		NA		NA		NA		NA	A	76	No	Goats
A079	0	neg		NA		NA		NA		NA	A	77	No	Goats
A080	0	neg		NA		NA		NA		NA	A	78	No	Goats
A081	0	neg		NA		NA		NA		NA	A	79	No	Goats
A082	0	neg		NA		NA		NA		NA	A	80	No	Goats
A083	0	neg		NA		NA		NA		NA	A	81	No	Goats
A084	0	neg		NA		NA		NA		NA	A	82	No	Goats
A085	0	neg		NA		NA		NA		NA	A	83	No	Goats
A086	0	neg		NA		NA		NA		NA	A	84	No	Goats
A087	0	neg		NA		NA		NA		NA	A	85	No	Goats
A088	0	neg		NA		NA		NA		NA	A	86	No	Goats
A089	0	neg		NA		NA		NA		NA	A	87	No	Goats
A090	0	neg		NA		NA		NA		NA	A	88	No	Goats
A091	0	neg		NA		NA		NA		NA	A	89	No	Goats
A092	0	neg		NA		NA		NA		NA	A	90	No	Goats
A093	0	neg		NA		NA		NA		NA	A	91	No	Goats
A094	0	neg		NA		NA		NA		NA	A	92	No	Goats
A095	0	neg		NA		NA		NA		NA	A	93	No	Goats
A096	0	neg		NA		NA		NA		NA	A	94	No	Goats
A097	0	neg		NA		NA		NA		NA	A	95	No	Goats
A098	0	neg		NA		NA		NA		NA	A	96	No	Goats
A101	>=1	neg		NA		neg		neg             	24	NA	A	97	No	Goats
A102	>=1	neg		NA		pos	35.7	pos            	275	NA	A	98	No	Goats
A103	>=1	neg		NA		pos	32	pos           	142	NA	A	99	No	Goats
A104	>=1	neg		NA		pos	39.9	pos            	126	NA	A	100	No	Goats
B001	>=1	pos	29.86	pos	30.18	pos	35.1	pos	33	NA	B	101	No	Goats
B002	>=1	neg		pos	27.1	pos	32.2	pos	71	NA	B	102	No	Goats
B003	>=1	neg		pos	30.8	pos	34.1	neg	-1	NA	B	103	No	Goats
B004	>=1	pos	25.76	pos	28.4	pos	33.9	neg	6	NA	B	104	No	Goats
B005	>=1	neg		pos	30.14	pos	34.9	neg	-2	NA	B	105	No	Goats
B006	>=1	pos	23.11	pos	26.04	pos	31.5	pos	66	NA	B	106	No	Goats
B007	>=1	pos	35.62	pos	29.04	pos	37.4	neg	6	NA	B	107	No	Goats
B008	>=1	neg		pos	26.29	pos	36.5	neg	0	NA	B	108	No	Goats
B009	>=1	neg		pos	3.03	pos	30.4	neg	-5	NA	B	109	No	Goats
B010	>=1	pos	19.52	pos	28.04	pos	37.2	neg	-6	NA	B	110	No	Goats
B011	>=1	neg		pos	29.47	pos	39.9	neg	-4	NA	B	111	No	Goats
B012	>=1	neg		pos		pos	37.2	NA		NA	B	112	No	Goats
B013	>=1	neg		pos	31.18	pos	33.8	neg	-5	NA	B	113	No	Goats
B014	>=1	neg		pos	1.5	pos	32.6	pos	42	NA	B	114	No	Goats
B015	>=1	neg		pos	28.81	pos	31.7	neg	13	NA	B	115	No	Goats
B016	>=1	pos	31.1	pos	27.81	pos	29.1	neg	0	NA	B	116	No	Goats
B017	>=1	pos	37.91	pos	28.69	pos	29	neg	4	NA	B	117	No	Goats
B018	>=1	pos	34.16	pos	28.89	pos	39.3	neg	3	NA	B	118	No	Goats
B019	>=1	neg		pos	33.65	pos	33.4	neg	10	NA	B	119	No	Goats
B020	>=1	pos	34.78	pos	29.4	pos	36.6	neg	-4	NA	B	120	No	Goats
B021	>=1	pos	27.67	pos	35.17	pos	28.9	neg	1	NA	B	121	No	Goats
B022	>=1	neg		pos	1.5	neg		neg	-3	NA	B	122	No	Goats
B023	>=1	pos	36.4	pos	29.99	pos	34.7	neg	4	NA	B	123	No	Goats
B024	>=1	neg		pos	27.3	pos	34	NA		NA	B	124	No	Goats
B025	>=1	neg		pos	29.44	pos	36.2	neg	27	NA	B	125	No	Goats
B026	>=1	pos	30.43	pos	30.35	pos	29.8	neg	-6	NA	B	126	No	Goats
B051	0	pos	31.39	pos	29.14	NA		NA		NA	B	127	No	Goats
B052	0	pos	18.25	pos	1.5	NA		NA		NA	B	128	No	Goats
B053	0	pos	24.16	pos	24.3	NA		NA		NA	B	129	No	Goats
B054	0	neg		pos	24.48	NA		NA		NA	B	130	No	Goats
B055	0	pos	34.74	pos	26.54	NA		NA		NA	B	131	No	Goats
B056	0	pos	29.71	pos	24.73	NA		NA		NA	B	132	No	Goats
B057	0	pos	34.76	pos	26.61	NA		NA		NA	B	133	No	Goats
B058	0	pos	3.82	pos	26.25	NA		NA		NA	B	134	No	Goats
B059	0	NA		pos	25.24	NA		NA		NA	B	135	No	Goats
B060	0	neg		pos	26.25	NA		NA		NA	B	136	No	Goats
B061	0	pos	32.7	pos	28.69	NA		NA		NA	B	137	No	Goats
B062	0	neg		pos	28.9	NA		NA		NA	B	138	No	Goats
B063	0	pos	36.16	pos	24.14	NA		NA		NA	B	139	No	Goats
B064	0	NA		pos	24.05	NA		NA		NA	B	140	No	Goats
B065	0	neg		pos	27.56	NA		NA		NA	B	141	No	Goats
B066	0	pos	35.31	pos	31.05	NA		NA		NA	B	142	No	Goats
B067	0	pos	38.75	pos	25.04	NA		NA		NA	B	143	No	Goats
B068	0	neg		pos	1.5	NA		NA		NA	B	144	No	Goats
B069	0	pos	36	pos	26.05	NA		NA		NA	B	145	No	Goats
B070	0	neg		pos	29.01	NA		NA		NA	B	146	No	Goats
B071	0	pos	32.27	pos	24.24	NA		NA		NA	B	147	No	Goats
B072	0	pos	31.07	pos	28.03	NA		NA		NA	B	148	No	Goats
B073	0	pos	34.58	pos	28.01	NA		NA		NA	B	149	No	Goats
B074	0	pos	31.58	pos	25.12	NA		NA		NA	B	150	No	Goats
B075	0	pos	34.14	pos	28.14	NA		NA		NA	B	151	No	Goats
B076	0	pos	32.2	pos	25.86	NA		NA		NA	B	152	No	Goats
B077	0	pos	39.42	pos	24.74	NA		NA		NA	B	153	No	Goats
B078	0	pos	31.84	pos	22.75	NA		NA		NA	B	154	No	Goats
B079	0	pos	34.16	pos	23.32	NA		NA		NA	B	155	No	Goats
B080	0	neg		pos	20.3	NA		NA		NA	B	156	No	Goats
B081	0	pos	30.08	pos	23.92	NA		NA		NA	B	157	No	Goats
B082	0	pos	34.22	pos	23.39	NA		NA		NA	B	158	No	Goats
B083	0	neg		pos	22.61	NA		NA		NA	B	159	No	Goats
B084	0	neg		pos	22.08	NA		NA		NA	B	160	No	Goats
B085	0	pos	34.92	pos	24.94	NA		NA		NA	B	161	No	Goats
B086	0	neg		pos	26.32	NA		NA		NA	B	162	No	Goats
B087	0	pos	36.51	pos	24.24	NA		NA		NA	B	163	No	Goats
B088	0	pos	36.69	neg		NA		NA		NA	B	164	No	Goats
B089	0	neg		pos	23.87	NA		NA		NA	B	165	No	Goats
B090	0	pos	9.9	pos	25.15	NA		NA		NA	B	166	No	Goats
B091	0	neg		pos	25.11	NA		NA		NA	B	167	No	Goats
B092	0	pos	36.69	pos	25.7	NA		NA		NA	B	168	No	Goats
B093	0	pos	36.07	pos	24.18	NA		NA		NA	B	169	No	Goats
B094	0	pos	39.59	pos	24.83	NA		NA		NA	B	170	No	Goats
B095	0	pos	33.75	pos	25.18	NA		NA		NA	B	171	No	Goats
B096	0	neg		pos	27.16	NA		NA		NA	B	172	No	Goats
B097	0	neg		pos	26.07	NA		NA		NA	B	173	No	Goats
B098	0	pos	39.51	pos	27.08	NA		NA		NA	B	174	No	Goats
B099	0	pos	8.99	pos	28.02	NA		NA		NA	B	175	No	Goats
B100	0	neg		pos	24.38	NA		NA		NA	B	176	No	Goats
B101	0	neg		pos	26.05	NA		NA		NA	B	177	No	Goats
B102	0	neg		pos	31.27	NA		NA		NA	B	178	No	Goats
B103	0	pos	37.65	pos	27.65	NA		NA		NA	B	179	No	Goats
B104	0	pos	36.41	pos	24.26	NA		NA		NA	B	180	No	Goats
B105	0	neg		pos	26.31	NA		NA		NA	B	181	No	Goats
B106	0	pos	34.66	pos	26.1	NA		NA		NA	B	182	No	Goats
B107	0	neg		pos	27.71	NA		NA		NA	B	183	No	Goats
B108	0	pos	36	pos	27.3	NA		NA		NA	B	184	No	Goats
B109	0	pos	36.5	pos	25.55	NA		NA		NA	B	185	No	Goats
B110	0	pos	30.78	pos	27.07	NA		NA		NA	B	186	No	Goats
B111	0	pos	4.63	pos	25.04	NA		NA		NA	B	187	No	Goats
B112	0	pos	37.11	pos	25.21	NA		NA		NA	B	188	No	Goats
B113	0	neg		pos	26.41	NA		NA		NA	B	189	No	Goats
B114	0	pos	38.79	pos	26.67	NA		NA		NA	B	190	No	Goats
B115	0	neg		pos	27.54	NA		NA		NA	B	191	No	Goats
B116	0	pos	22.26	pos	24.4	NA		NA		NA	B	192	No	Goats
B117	0	pos	38.35	pos	27.19	NA		NA		NA	B	193	No	Goats
B118	0	pos	28.23	pos	29.12	NA		NA		NA	B	194	No	Goats
B119	0	pos	24	pos	25.35	NA		NA		NA	B	195	No	Goats
B120	0	pos	35.53	pos	26.84	NA		NA		NA	B	196	No	Goats
B121	0	pos	34.53	pos	3.26	NA		NA		NA	B	197	No	Goats
B122	0	neg		pos	25.17	NA		NA		NA	B	198	No	Goats
B123	0	neg		pos	26.09	NA		NA		NA	B	199	No	Goats
B124	0	pos	37.2	pos	27.78	NA		NA		NA	B	200	No	Goats
B125	0	pos	18.63	pos	25	NA		NA		NA	B	201	No	Goats
B126	0	pos	34.09	pos	24.85	NA		NA		NA	B	202	No	Goats
F051	0	pos	14.48	pos	18.41	NA		NA		NA	F	203	No	Goats
F052	0	pos	37.25	pos	22.17	NA		NA		NA	F	204	No	Goats
F053	0	pos	23.36	pos	20.85	NA		NA		NA	F	205	No	Goats
F054	0	pos	19.89	pos	21.53	NA		NA		NA	F	206	No	Goats
F055	0	pos	37.34	pos	21.66	NA		NA		NA	F	207	No	Goats
F056	0	pos	35.87	pos	22.03	NA		NA		NA	F	208	No	Goats
F057	0	pos	35.47	pos	22.95	NA		NA		NA	F	209	No	Goats
F058	0	pos	22.32	pos	23.63	NA		NA		NA	F	210	No	Goats
F059	0	pos	16.99	pos	1.5	NA		NA		NA	F	211	No	Goats
F060	0	pos	19.79	pos	22.07	NA		NA		NA	F	212	No	Goats
F061	0	neg		pos	19.17	NA		NA		NA	F	213	No	Goats
F062	0	neg		pos	21.76	NA		NA		NA	F	214	No	Goats
F063	0	pos	19.15	pos	22.11	NA		NA		NA	F	215	No	Goats
F064	0	pos	20.51	pos	17.98	NA		NA		NA	F	216	No	Goats
F065	0	neg		pos	18.5	NA		NA		NA	F	217	No	Goats
F066	0	pos	16.43	pos	22.22	NA		NA		NA	F	218	No	Goats
F067	0	neg		pos	23.05	NA		NA		NA	F	219	No	Goats
F068	0	pos	20.02	pos	22.69	NA		NA		NA	F	220	No	Goats
F069	0	pos	24.01	pos	21.63	NA		NA		NA	F	221	No	Goats
F070	0	pos	17.08	pos	21.88	NA		NA		NA	F	222	No	Goats
F071	0	pos	13.51	pos	20.47	NA		NA		NA	F	223	No	Goats
F072	0	pos	24.54	pos	20.46	NA		NA		NA	F	224	No	Goats
F073	0	neg		neg		NA		NA		NA	F	225	No	Goats
F074	0	pos	23.93	pos	24.4	NA		NA		NA	F	226	No	Goats
F075	0	pos	16.32	pos	22.01	NA		NA		NA	F	227	No	Goats
F076	0	pos	21.29	pos	22.13	NA		NA		NA	F	228	No	Goats
F077	0	pos	38.79	pos	24.08	NA		NA		NA	F	229	No	Goats
F078	0	NA		pos	24.96	NA		NA		NA	F	230	No	Goats
F079	0	neg		pos	21.81	NA		NA		NA	F	231	No	Goats
F080	0	pos	3.64	pos	20.1	NA		NA		NA	F	232	No	Goats
F081	0	NA		pos	21.7	NA		NA		NA	F	233	No	Goats
F082	0	NA		pos	24.72	NA		NA		NA	F	234	No	Goats
F083	0	pos	18.83	pos	20.93	NA		NA		NA	F	235	No	Goats
F084	0	NA		pos	22.42	NA		NA		NA	F	236	No	Goats
F085	0	pos	9.64	pos	21.43	NA		NA		NA	F	237	No	Goats
F086	0	pos	11.09	pos	22.34	NA		NA		NA	F	238	No	Goats
F087	0	neg		pos	23.53	NA		NA		NA	F	239	No	Goats
F088	0	pos	22.55	pos	19.29	NA		NA		NA	F	240	No	Goats
F089	0	pos	21.59	pos	22.15	NA		NA		NA	F	241	No	Goats
F090	0	pos	17.63	pos	20.1	NA		NA		NA	F	242	No	Goats
F091	0	neg		pos	20.44	NA		NA		NA	F	243	No	Goats
F092	0	pos	20.01	pos	22.07	NA		NA		NA	F	244	No	Goats
F093	0	pos	38.65	pos	26.05	NA		NA		NA	F	245	No	Goats
F094	0	pos	16.27	pos	20.69	NA		NA		NA	F	246	No	Goats
F095	0	neg		pos	25.02	NA		NA		NA	F	247	No	Goats
F096	0	pos	10.42	pos	21.76	NA		NA		NA	F	248	No	Goats
F097	0	pos	9.56	pos	22.61	NA		NA		NA	F	249	No	Goats
F098	0	pos	12.06	pos	22.65	NA		NA		NA	F	250	No	Goats
F099	0	pos	29.31	pos	19.2	NA		NA		NA	F	251	No	Goats
F100	0	pos	15.16	pos	14.08	NA		NA		NA	F	252	No	Goats
F101	0	neg		pos	22.8	NA		NA		NA	F	253	No	Goats
F102	0	pos	18.63	pos	21.92	NA		NA		NA	F	254	No	Goats
F103	0	pos	26.39	pos	20.16	NA		NA		NA	F	255	No	Goats
H001	>=1	neg		pos	35.43	neg		pos	177	NA	H	256	No	Goats
H002	>=1	neg		pos	39.24	neg		NA		NA	H	257	No	Goats
H003	>=1	neg		neg		neg		NA		NA	H	258	No	Goats
H004	>=1	neg		neg		neg		NA		NA	H	259	No	Goats
H005	>=1	neg		pos	33.85	neg		pos	276	NA	H	260	No	Goats
H006	>=1	neg		neg		NA		NA		NA	H	261	No	Goats
H007	>=1	neg		pos	36.84	neg		pos	88	NA	H	262	No	Goats
H008	>=1	neg		neg		neg		neg	-4	NA	H	263	No	Goats
H009	>=1	neg		pos	35.35	neg		pos	33	NA	H	264	No	Goats
H010	>=1	neg		neg		NA		NA		NA	H	265	No	Goats
H011	>=1	neg		neg		neg		pos	38	NA	H	266	No	Goats
H012	>=1	neg		neg		neg		pos	263	NA	H	267	No	Goats
H013	>=1	neg		pos	36.44	NA		NA		NA	H	268	No	Goats
H014	>=1	neg		neg		neg		NA		NA	H	269	No	Goats
H015	>=1	neg		pos	39.52	neg		pos	66	NA	H	270	No	Goats
H016	>=1	neg		neg		neg		neg	23	NA	H	271	No	Goats
H017	>=1	neg		neg		NA		NA		NA	H	272	No	Goats
H018	>=1	neg		neg		neg		pos	44	NA	H	273	No	Goats
H019	>=1	neg		pos	37.88	neg		neg	6	NA	H	274	No	Goats
H020	>=1	neg		pos	38	neg		neg	6	NA	H	275	No	Goats
H021	>=1	neg		neg		NA		NA		NA	H	276	No	Goats
H022	>=1	neg		neg		neg		pos	234	NA	H	277	No	Goats
H023	>=1	neg		pos	38.97	neg		neg	21	NA	H	278	No	Goats
H024	>=1	neg		neg		NA		NA		NA	H	279	No	Goats
H025	>=1	neg		pos	38.07	NA		NA		NA	H	280	No	Goats
H026	>=1	neg		neg		neg		neg	6	NA	H	281	No	Goats
H027	>=1	neg		neg		neg		pos	65	NA	H	282	No	Goats
H028	>=1	neg		neg		neg		pos	238	NA	H	283	No	Goats
H029	>=1	neg		pos	36.18	neg		pos	252	NA	H	284	No	Goats
H030	>=1	neg		neg		neg		pos	332	NA	H	285	No	Goats
H031	>=1	neg		pos	34.58	NA		NA		NA	H	286	No	Goats
H032	>=1	neg		neg		neg		NA		NA	H	287	No	Goats
H033	>=1	neg		neg		NA		NA		NA	H	288	No	Goats
H034	>=1	neg		neg		NA		NA		NA	H	289	No	Goats
H035	>=1	neg		neg		neg		pos	44	NA	H	290	No	Goats
H036	>=1	neg		pos	37.61	neg		pos	127	NA	H	291	No	Goats
H037	>=1	neg		neg		neg		pos	172	NA	H	292	No	Goats
H038	>=1	neg		neg		NA		NA		NA	H	293	No	Goats
H039	>=1	neg		neg		neg		pos	191	NA	H	294	No	Goats
H040	>=1	neg		pos	34.69	neg		pos	50	NA	H	295	No	Goats
H041	>=1	neg		neg		neg		pos	115	NA	H	296	No	Goats
H042	>=1	neg		pos	35.4	neg		pos	136	NA	H	297	No	Goats
H043	>=1	neg		neg		NA		NA		NA	H	298	No	Goats
H044	>=1	neg		neg		neg		pos	109	NA	H	299	No	Goats
H045	>=1	neg		neg		NA		NA		NA	H	300	No	Goats
H046	>=1	neg		neg		neg		pos	248	NA	H	301	No	Goats
H047	>=1	neg		neg		neg		pos	88	NA	H	302	No	Goats
H048	>=1	neg		neg		neg		pos	106	NA	H	303	No	Goats
H049	>=1	neg		pos	38.06	neg		pos	211	NA	H	304	No	Goats
H050	>=1	neg		neg		neg		neg	22	NA	H	305	No	Goats
H051	0	pos	32.61	pos	38.81	NA		NA		NA	H	306	No	Goats
H052	0	neg		neg		NA		NA		NA	H	307	No	Goats
H054	0	neg		neg		NA		NA		NA	H	308	No	Goats
H055	0	neg		neg		NA		NA		NA	H	309	No	Goats
H056	0	neg		neg		NA		NA		NA	H	310	No	Goats
H057	0	neg		neg		NA		NA		NA	H	311	No	Goats
H058	0	neg		neg		NA		NA		NA	H	312	No	Goats
H059	0	neg		neg		NA		NA		NA	H	313	No	Goats
H060	0	neg		neg		NA		NA		NA	H	314	No	Goats
H061	0	neg		neg		NA		NA		NA	H	315	No	Goats
H062	0	neg		neg		NA		NA		NA	H	316	No	Goats
H063	0	neg		neg		NA		NA		NA	H	317	No	Goats
H064	0	neg		neg		NA		NA		NA	H	318	No	Goats
H065	0	neg		pos	38.4	NA		NA		NA	H	319	No	Goats
H066	0	neg		neg		NA		NA		NA	H	320	No	Goats
H067	0	neg		pos	39.08	NA		NA		NA	H	321	No	Goats
H068	0	neg		neg		NA		NA		NA	H	322	No	Goats
H069	0	neg		neg		NA		NA		NA	H	323	No	Goats
H070	0	neg		neg		NA		NA		NA	H	324	No	Goats
H071	0	neg		pos	37.8	NA		NA		NA	H	325	No	Goats
H072	0	neg		neg		NA		NA		NA	H	326	No	Goats
H073	0	neg		neg		NA		NA		NA	H	327	No	Goats
H074	0	neg		neg		NA		NA		NA	H	328	No	Goats
H075	0	neg		neg		NA		NA		NA	H	329	No	Goats
H076	0	neg		neg		NA		NA		NA	H	330	No	Goats
H077	0	neg		neg		NA		NA		NA	H	331	No	Goats
H078	0	neg		neg		NA		NA		NA	H	332	No	Goats
H079	0	neg		neg		NA		NA		NA	H	333	No	Goats
H080	0	neg		neg		NA		NA		NA	H	334	No	Goats
H081	0	neg		neg		NA		NA		NA	H	335	No	Goats
H082	0	neg		neg		NA		NA		NA	H	336	No	Goats
H083	0	NA		neg		NA		NA		NA	H	337	No	Goats
H084	0	neg		neg		NA		NA		NA	H	338	No	Goats
H085	0	neg		neg		NA		NA		NA	H	339	No	Goats
H086	0	neg		neg		NA		NA		NA	H	340	No	Goats
H087	0	neg		neg		NA		NA		NA	H	341	No	Goats
H088	0	neg		neg		NA		NA		NA	H	342	No	Goats
H089	0	neg		neg		NA		NA		NA	H	343	No	Goats
H090	0	neg		neg		NA		NA		NA	H	344	No	Goats
H091	0	neg		neg		NA		NA		NA	H	345	No	Goats
H092	0	neg		neg		NA		NA		NA	H	346	No	Goats
H093	0	neg		pos	36.58	NA		NA		NA	H	347	No	Goats
H094	0	neg		neg		NA		NA		NA	H	348	No	Goats
H095	0	neg		neg		NA		NA		NA	H	349	No	Goats
H096	0	neg		neg		NA		NA		NA	H	350	No	Goats
H097	0	neg		neg		NA		NA		NA	H	351	No	Goats
H098	0	neg		pos	34.99	NA		NA		NA	H	352	No	Goats
H099	0	neg		neg		NA		NA		NA	H	353	No	Goats
H100	0	neg		neg		NA		NA		NA	H	354	No	Goats
K001	>=1	neg		pos	24.9	pos	27.2	pos	53	NA	K	355	No	Goats
K002	>=1	pos	31.68	pos	5.57	NA		NA	-8	NA	K	356	No	Goats
K003	>=1	NA		pos	25.45	pos	23.4	pos	91	NA	K	357	No	Goats
K004	>=1	pos	29.08	pos	23.37	pos	25.1	pos	118	NA	K	358	No	Goats
K005	>=1	pos	25.14	pos	24.99	pos	30.1	pos	56	NA	K	359	No	Goats
K006	>=1	neg		pos	25.07	pos	25.7	pos	102	NA	K	360	No	Goats
K007	>=1	NA		pos	26.32	pos	32.6	pos	42	NA	K	361	No	Goats
K008	>=1	pos	38.62	pos	26.38	pos	32.1	pos	87	NA	K	362	No	Goats
K009	>=1	pos	32.47	pos	23.01	pos	35	pos	70	NA	K	363	No	Goats
K010	>=1	NA		pos	23.27	pos	29.5	NA	6	NA	K	364	No	Goats
K011	>=1	neg		pos	21.88	pos	23.1	pos	70	NA	K	365	No	Goats
K012	>=1	neg		pos	24.08	pos	30.2	NA		NA	K	366	No	Goats
K013	>=1	neg		pos	30.23	pos	29.2	pos	40	NA	K	367	No	Goats
K014	>=1	pos	20.14	pos	24.01	pos	31.6	pos	49	NA	K	368	No	Goats
K015	>=1	neg		pos	25.38	pos	30.7	pos	196	NA	K	369	No	Goats
K016	>=1	pos	31.47	pos	25.16	pos	28	pos	45	NA	K	370	No	Goats
K017	>=1	neg		pos	29.46	NA		NA	6	NA	K	371	No	Goats
K018	>=1	NA		pos	28.38	pos	27.4	pos	67	NA	K	372	No	Goats
K019	>=1	neg		pos	25.16	NA		NA	-7	NA	K	373	No	Goats
K020	>=1	neg		pos	25.02	pos	22.3	pos	87	NA	K	374	No	Goats
K021	>=1	NA		pos	25.39	pos	25.3	NA	-2	NA	K	375	No	Goats
K022	>=1	pos	32.01	pos	21.42	pos	31.2	pos	80	NA	K	376	No	Goats
K023	>=1	NA		pos	22.49	pos	25.8	pos	75	NA	K	377	No	Goats
K024	>=1	neg		pos	24.25	neg		NA		NA	K	378	No	Goats
K025	>=1	NA		pos	27.8	pos	32.8	pos	90	NA	K	379	No	Goats
K026	>=1	NA		pos	25.16	pos	26.1	pos	46	NA	K	380	No	Goats
K027	>=1	neg		pos	25.8	pos	31.1	pos	67	NA	K	381	No	Goats
K028	>=1	pos	36.58	pos	23.12	NA		NA	-7	NA	K	382	No	Goats
K029	>=1	NA		pos	24.06	pos	30.4	pos	54	NA	K	383	No	Goats
K030	>=1	pos	20.7	pos	28.45	pos	31.9	pos	103	NA	K	384	No	Goats
K031	>=1	NA		pos	26.71	pos	30.4	neg	29	NA	K	385	No	Goats
K032	>=1	NA		pos	29.05	pos	32.9	pos	32	NA	K	386	No	Goats
K033	>=1	pos	18.19	pos	26.45	NA		NA	-7	NA	K	387	No	Goats
K034	>=1	pos	4.44	pos	31.28	pos	27.8	pos	99	NA	K	388	No	Goats
K035	>=1	neg		pos	25.12	pos	26.7	pos	69	NA	K	389	No	Goats
